name,brand,quantity,generic_name,image_url,categories,labels,allergens,nutriscore,nova_group,ecoscore,origins
Schinkenzwiebel-Mettwurst,Meisterklasse,200 g,Wurst,https://images.openfoodfacts.org/images/products/400/678/400/6333/4.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages|de:mettwurst|de:schinkenzwiebelmettwurst,de:haltungsform|de:haltungsform-2-stallhaltungplus|de:initiative-tierwohl,,d,4,,Deutschland
Pfirsich halbe Früchte,Beach Flower,410g,,https://images.openfoodfacts.org/images/products/900/145/811/1318/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:canned-foods|en:canned-plant-based-foods|en:canned-fruits,en:no-added-sugar,,,,,
Sauce Getrocknete Tomaten & Knoblauch,Sacla,190 g,Tomatensoße,,en:condiments|en:sauces|en:tomato-sauces|en:pestos,en:organic|en:eu-organic|en:it-bio-014,,c,3,c,
Gourmet-Edelsalami,K-Classic,80 g,Wurst,https://images.openfoodfacts.org/images/products/02062822/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:cured-sausages|en:salami,,en:celery|en:mustard,e,4,d,Germany
Veganer Schinkenspicker Salat,Rügenwalder Mühle,150g,Aufstrich,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:meals|en:plant-based-spreads|en:salted-spreads|en:meat-alternatives|en:prepared-salads|en:meat-analogues|en:vegetarian-spreads-with-meat-like-pieces,en:vegetarian|en:vegan|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:green-dot,en:mustard,c,4,,
Thüringer Bockwurst,,,Wurst,https://images.openfoodfacts.org/images/products/401/925/204/2528/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,en:no-gluten,,,,,
Mehl - Pizza Mehl - Tipo 00,La Farina 14 - Frießinger Mühle,1000g,,https://images.openfoodfacts.org/images/products/400/636/311/2738/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,,,,,,
Bandnudeln Dinkel,der Biomüller,250g,Nudeln,https://images.openfoodfacts.org/images/products/425/115/021/0818/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:pastas|en:noodles,en:organic|en:bioland|en:fsc|en:fsc-mix,,a,1,,Deutschland
Haferflocken-Kekse mit Rosinen,Bäckerei Flora,300 g,Kekse,https://images.openfoodfacts.org/images/products/475/027/140/0042/1.400.jpg,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:biscuits-and-crackers|en:biscuits,en:made-in-the-eu|en:no-palm-oil|de:100-natürliche-zutaten|de:handgemacht,en:gluten|en:milk,e,3,c,
Tonno Olio Olivia Thunfisch,Rio Mare,104g,Thunfisch,https://images.openfoodfacts.org/images/products/800/403/012/0631/1.400.jpg,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:tunas|en:canned-tunas|en:tunas-in-oil|en:tuna-in-olive-oil,,,d,,e,
Trolli Gummi Candy Haie,Trolli,1kg,,,en:snacks|en:sweet-snacks|en:confectioneries,en:made-in-germany,,d,,,
Paprika rosenscharf gemahlen,Carat,50g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:spices|en:paprika,,,,,,
Honig - Blütenhonig zart-fließend,Rewe,500g,Aufstrich,https://images.openfoodfacts.org/images/products/433/725/636/4447/1.400.jpg,en:breakfasts|en:spreads|en:sweet-spreads|en:bee-products|en:farming-products|en:sweeteners|en:honeys|en:flower-honeys,en:nutriscore|en:nutriscore-grade-d,,e,2,a,
Kinder Em-eukal Hustenbonbons,em-eukal,75g,,https://images.openfoodfacts.org/images/products/400/907/702/0788/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies,,en:gluten,,4,b,Deutschland
Tomatenrahmsuppe,Jeden Tag,400ml,Suppe,,en:meals|en:soups,,,,,,
Stracciatella Kirsch Torte,Conditorei Coppenrath & Wiese,1pcs,Kuchen,,en:snacks|en:sweet-snacks|en:biscuits-and-cakes|en:cakes,,,,,,
Kirsch Marmelade,,1pcs,Aufstrich,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves,,,,,,
Tomatenmark Dose,Korrekt,70g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:tomatoes-and-their-products,,,,,,
Dinkel Fadennudeln,,500g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,,,,,,
Spaghetti Zurück zum Ursprung,,500g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,,,,,,
Heidelbeer- Konfitüre Extra,Jeden Tag,450g,Aufstrich,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:jams,,,,,b,
Bio weiße Bohnen,Natur Aktiv,240g,,https://images.openfoodfacts.org/images/products/406/146/167/0177/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:legumes|en:seeds|en:legume-seeds|en:pulses|en:common-beans|en:white-beans,en:organic|en:fsc,,b,3,,
Erdbeer-Chia Porridge,Kaufland,500 g,,https://images.openfoodfacts.org/images/products/406/336/723/0998/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals|en:cereals-with-fruits|en:porridge|en:porridge-with-fruits,en:organic|en:eu-organic|de:eg-öko-verordnung|en:de-oko-013|en:nutriscore|en:nutriscore-grade-a,,a,,c,
Konfitüre Pfirsich Marmelade,Schwartau,340g,Aufstrich,https://images.openfoodfacts.org/images/products/401/180/084/1218/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:jams|en:citrus-jams|en:marmalades|en:extra-jams,,,,4,b,
Grützwurst,Original Pommernland,400 g,Wurst,https://images.openfoodfacts.org/images/products/402/480/711/3042/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,,,c,,,
Grobe Suppennudeln aus Dinkel,Tress,500g,,https://images.openfoodfacts.org/images/products/400/286/185/4156/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,en:vegetarian|en:vegan,,,,,
Deutscher Stangenspargel,Hit,205g,Gemüse,https://images.openfoodfacts.org/images/products/425/063/292/4410/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:vegetables|en:vegetable-rods|en:asparagus,en:nutriscore|en:nutriscore-grade-a,,,,b,
Konfitüre Wildbeeren Gelee Marmelade,Schwartau,340gr,Aufstrich,https://images.openfoodfacts.org/images/products/401/180/084/1911/6.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:spreads|en:plant-based-spreads|en:sweet-spreads|en:fruit-and-vegetable-preserves|en:fruit-jellies|de:beerengelee,en:vegetarian|en:vegan,,d,4,,de:deutschland
Lindt Eierlikör,Lindt,90 g,Schokolade,https://images.openfoodfacts.org/images/products/400/053/967/1500/1.400.jpg,en:snacks|en:sweet-snacks|en:cocoa-and-its-products|en:festive-foods|en:chocolates|en:easter-food|en:filled-chocolates|en:chocolate-eggs|en:easter-eggs,,,e,,,
Bio Spätzle,Combino,500g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,en:organic|en:eu-organic|de:eg-öko-verordnung,,a,,,
Hafer Apfel Müsli,Vemondo,,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:breakfasts|en:cereals-and-potatoes|en:cereals-and-their-products|en:breakfast-cereals,,,,,e,
Dinkelgrieß Vollkorn,BioGourmet,500g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes,,,,,,
Vegan Leben Bio Veganes Soy Protein,vegan leben,250g,,https://images.openfoodfacts.org/images/products/430/620/508/8222/4.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:legumes|en:seeds|en:legume-seeds|en:soy-beans,en:organic|en:vegetarian|en:eu-organic|en:vegan|de:eg-öko-verordnung|en:de-oko-001|en:european-vegetarian-union|en:european-vegetarian-union-vegan,en:soybeans,a,1,,
Pilzsuppe,Le Gusto,1pcs,Suppe,https://images.openfoodfacts.org/images/products/406/145/821/9914/1.400.jpg,en:dried-products|en:meals|en:dried-products-to-be-rehydrated|en:soups|en:dried-meals|en:dehydrated-soups,,,,,,
Apfelmus Mango,Natur Pur,1pcs,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:desserts|en:fruits-based-foods|en:compotes|en:apple-compotes,en:no-added-sugar,,c,,a,
Unsere Bourbon Vanille,RUF,1pcs,,https://images.openfoodfacts.org/images/products/400/280/902/0377/1.400.jpg,en:condiments|en:groceries,en:organic|en:eu-organic|de:eg-öko-verordnung,,c,,,
Tafelmeerrettich Tube,Koch,95g,,,en:plant-based-foods-and-beverages|en:condiments|en:groceries,,,,,,
Pausensticks Geflügel,Aldi,90g,Wurst,https://images.openfoodfacts.org/images/products/406/146/208/8469/3.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,en:qs-certification-mark|de:atc|de:unter-schutzatmosphäre-verpackt,,e,4,,
Winter Bonbons,Karls,,,https://images.openfoodfacts.org/images/products/403/940/175/9466/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries|en:candies,,,e,,d,
Pfeffer zum mahlen,,1pcs,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:condiments|en:groceries,,,,,,
Knorr Fix Hackbällchen Bologna Art,,1pcs,,,en:groceries,,,,,,
Ei Aufstrich mit bacon,,,Aufstrich,https://images.openfoodfacts.org/images/products/426/037/477/3306/1.400.jpg,en:spreads,,,,,,
Kanadische Heidelbeere,Rewe Feine Welt,,Aufstrich,https://images.openfoodfacts.org/images/products/433/725/629/6885/1.400.jpg,en:spreads,en:nutriscore|en:nutriscore-grade-c,,d,,,
Delikatess Edelsalami Klassik,Dulano,150g,Wurst,,en:meats-and-their-products|en:prepared-meats|en:cured-sausages|en:salami,en:no-gluten|en:no-lactose|en:nutriscore|en:nutriscore-grade-e|en:qs-certification-mark,en:mustard,e,4,e,
Kokos Natur Riegel,Genuss Plus,,,https://images.openfoodfacts.org/images/products/430/561/583/9721/1.400.jpg,en:snacks|en:sweet-snacks|en:bars|en:susser-snack|en:susswaren,,en:gluten,,3,,
Deutsche Eier aus Freilandhaltung,,,Eier,https://images.openfoodfacts.org/images/products/433/401/118/6399/1.400.jpg,en:farming-products|en:eggs|en:chicken-eggs|en:free-range-chicken-eggs,,,a,,d,
Linsencreme Kräuter,Vemondo,140 g,Aufstrich,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:plant-based-spreads|en:salted-spreads|en:lentil-spreads,en:vegetarian|en:no-gluten|en:no-gmos|en:vegan|de:ohne-gentechnik|en:european-vegetarian-union|en:european-vegetarian-union-vegan|en:nutriscore|en:nutriscore-grade-c,en:sesame-seeds,c,4,,
Prinzess Bohnes,Beste ernte,400g,,https://images.openfoodfacts.org/images/products/431/626/857/0220/2.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products|en:legumes,,,,,,
Reines Maiskeimöl,Bellasan,1l,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:fats|en:cereals-and-their-products|en:vegetable-fats|en:vegetable-oils|en:cereal-oils|en:corn-oils,,,,2,d,
Jet gum,JETgum,,,https://images.openfoodfacts.org/images/products/405/648/941/7149/1.400.jpg,en:snacks|en:sweet-snacks|en:confectioneries,,,b,,,
Steak Rub Gewürzsalz,Hartkorn,100g,,,en:condiments|en:groceries,,,e,,,
Salz für Zaziki,BAD Reichenhaller,1pcs,,,en:groceries,,,,,,
Apfelmus mit Pfirsich,Hainich,1pcs,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:desserts|en:fruits-based-foods|en:compotes|en:apple-compotes,,,,,a,
Paula Schoko mit Flecken Vanillegeschmack,Dr. Oetker,500 g (4 x 125 g),Pudding,,en:dairies|en:desserts|en:dairy-desserts|en:puddings,en:no-preservatives|en:nutriscore|en:nutriscore-grade-c|en:rainforest-alliance|en:rainforest-alliance-cocoa,en:milk,c,4,,
Mexikanischer Salat,Efko,225g,,https://images.openfoodfacts.org/images/products/900/045/100/5662/1.400.jpg,en:meals|en:prepared-salads,,,c,3,,
Knoblauch Soße,Kühne,1pcs,Soße,,en:condiments|en:sauces|en:groceries,,,,,,
Griechischer Salat Gewürz,,1pcs,,,en:groceries,,,,,,
Tzaziki Gewürz,,1pcs,,https://images.openfoodfacts.org/images/products/520/033/970/5446/1.0.400.jpg,en:condiments|en:groceries,,,,,,
Eiernudeln mit Tomaten und Chili,Alb Gold,,,https://images.openfoodfacts.org/images/products/401/872/230/5927/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,,,a,,,
Azuki Soja,Just Taste,154.1g,,https://images.openfoodfacts.org/images/products/426/065/148/0507/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:legumes-and-their-products,,,e,,,
Weiße Spargelstangen,K-Classic,660g,Gemüse,https://images.openfoodfacts.org/images/products/406/336/701/4369/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:vegetables|en:vegetable-rods|en:asparagus,,,,,b,
Nussriegel Nüsse & Meersalz,,,,https://images.openfoodfacts.org/images/products/220/026/651/5906/1.400.jpg,en:snacks,,,,,,
Weiße Spargelköpfe,Kaufland,180g,Gemüse,https://images.openfoodfacts.org/images/products/406/336/721/3298/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:vegetables|en:vegetable-rods|en:asparagus,,,,,b,
Gurkerl Cornichons,,1pcs,Gewürzgurken,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:canned-foods|en:vegetables-based-foods|en:canned-plant-based-foods|en:pickles|en:canned-vegetables|en:plant-based-pickles|en:pickled-vegetables|en:pickled-cucumbers|en:gherkins,,,,,,
Bii Mandelmus weiss,SPAR Natur pur,1pcs,Aufstrich,https://images.openfoodfacts.org/images/products/910/000/086/0541/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:spreads|en:nuts-and-their-products|en:plant-based-spreads|en:oilseed-purees|en:nut-butters|en:almond-butters,en:no-added-sugar,,,,,
Schaschlik Sauce Würzig pikant,Rich delicious,250ml,Soße,https://images.openfoodfacts.org/images/products/431/626/864/8646/1.400.jpg,en:condiments|en:sauces|en:groceries,,,,,,
Minze Pistazie Pesto,Delikatessen Winkel,1pcs,,,en:groceries,,,,,,
Einfach Danke Nudeln,Laux GmbH,1pcs,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,,,,,,
Bio Roggenmehl,Drax Mühle,2kg,Mehl,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products|en:flours|en:cereal-flours|en:rye-flours,,,,,a,
Natur Reis,palatina,1kg,Reis,https://images.openfoodfacts.org/images/products/401/384/737/0119/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:seeds|en:cereals-and-their-products|en:cereal-grains|en:rices,,,,,,
Fruchtmark Apfel-Erdbeere-Banane,11.05.2024,1pcs,,https://images.openfoodfacts.org/images/products/433/718/592/9991/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:desserts|en:fruits-based-foods|en:compotes,en:nutriscore|en:nutriscore-grade-a,,,,a,
Extra Natives Olivenöl,Sarantolakis-Leu,750ml,Olivenöl,https://images.openfoodfacts.org/images/products/520/013/398/0001/1.0.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fats|en:vegetable-fats|en:olive-tree-products|en:vegetable-oils|en:olive-oils|en:virgin-olive-oils,,,,2,e,
Delikatess Mini-Kabanossi mit Emmentaler,K-CLASSIC,250 g,Wurst,https://images.openfoodfacts.org/images/products/406/336/722/5277/3.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:cured-sausages|de:mini-kabanossi|de:würstchen-mit-käse,de:haltungsform|en:nutriscore|en:nutriscore-grade-e|en:qs-certification-mark|de:haltungsform-2-stallhaltungplus|de:initiative-tierwohl|de:spitzenqualität,en:milk,e,4,,Deutschland
Gemüse-Reistopf,Speisezeit,800g,,https://images.openfoodfacts.org/images/products/404/724/702/7144/2.400.jpg,en:meals|en:stews,,en:celery,c,4,,
Risotto mit Spargel,Sapori Nostrani,300g,,,en:meals|en:rice-dishes|en:risottos,,,,,,
Käferbohnen getrocknet,,1pcs,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:dried-products|en:fruits-based-foods|en:dried-plant-based-foods|en:dried-fruits,,,,,,
Enten Fond,Menzi,400ml,,https://images.openfoodfacts.org/images/products/401/690/042/1018/1.400.jpg,en:groceries,en:organic|en:eu-organic|de:eg-öko-verordnung|en:green-dot,,,,,
Geflügel Brühwurstpastete,Hofmaier,200 g,,,en:meats-and-their-products|en:prepared-meats,en:no-gmos|de:haltungsform|de:haltungsform-2-stall-platz|de:ohne-gentechnik|en:nutriscore|en:nutriscore-grade-d|en:qs-certification-mark,,d,4,,Germany
Salami Spianata Romana Luftgetrocknet,San Fabio,80 g,Wurst,https://images.openfoodfacts.org/images/products/21017407/1.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:cured-sausages|en:pork-and-its-products|en:pork|en:salami|en:italian-salami|en:pork-salami|en:spianata,en:nutriscore|en:nutriscore-grade-e,,e,4,e,
8 knackige Bayern,Zimmermann,250g,Wurst,https://images.openfoodfacts.org/images/products/400/615/375/7705/5.400.jpg,en:meats-and-their-products|en:meats|en:prepared-meats|en:sausages,,,e,4,,Germany
Thunfisch in Sonnenblumöl,Saupiquet,185g,Thunfisch,https://images.openfoodfacts.org/images/products/016/121/452/4116/1.400.jpg,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:tunas|en:canned-tunas,,en:fish,b,3,d,Ecuador
Bio-Brokkoli tiefgefroren,dennree,200g,Gemüse,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:vegetables-based-foods|en:frozen-foods|en:vegetables|en:frozen-plant-based-foods|en:frozen-vegetables|en:broccoli|en:frozen-broccolis,en:organic|en:eu-organic|en:eu-agriculture|en:pl-eko-01,,a,1,,
Thunfisch filets,Frinsa Deutschland,195 g,Thunfisch,https://images.openfoodfacts.org/images/products/433/725/620/2732/3.400.jpg,en:seafood|en:fishes-and-their-products|en:canned-foods|en:fishes|en:fatty-fishes|en:canned-fishes|en:tunas|en:canned-tunas|en:fish-fillets|en:tunas-in-oil|en:tuna-fillets,en:nutriscore|en:nutriscore-grade-b,en:fish,a,3,e,
Maccaroni Eiernudel,3 Glocken,500g,,,en:plant-based-foods-and-beverages|en:plant-based-foods|en:cereals-and-potatoes|en:cereals-and-their-products,,en:eggs|en:gluten,a,1,,
Pastrami mit Pefferkruste,Gut drei Eichen,100 g,Rindfleisch,https://images.openfoodfacts.org/images/products/404/724/719/8004/3.400.jpg,en:meats-and-their-products|en:beef-and-its-products|en:meat-preparations|en:meats|en:prepared-meats|en:beef|en:beef-preparations|en:beef-pastrami|de:pastrami,en:qs-certification-mark|de:atc|de:spitzenqualität,,d,4,,Deutschland
Apfelchips getrocknet,,80 g,,https://images.openfoodfacts.org/images/products/425/078/032/4377/1.400.jpg,en:plant-based-foods-and-beverages|en:plant-based-foods|en:fruits-and-vegetables-based-foods|en:dried-products|en:fruits-based-foods|en:dried-plant-based-foods|en:dried-fruits,,,,,,
Gulaschsuppe - ungarisch,Menzi,400ml,Suppe,https://images.openfoodfacts.org/images/products/401/690/041/7028/2.400.jpg,en:meals|en:soups,,,c,,,
Rheinischer Sauerbraten,Eifeler Fleischwaren,400g,,,en:meats-and-their-products|en:meals|en:meals-with-meat,,,b,,,
Protein Quark-Creme Erdbeer,Milbona,500g,Frischkäse,,en:dairies|en:fermented-foods|en:fermented-milk-products|en:cheeses|en:desserts|en:dairy-desserts|en:quarks|en:cream-cheeses,en:low-or-no-fat|en:low-fat|en:no-gluten|en:source-of-proteins|en:high-proteins|en:no-added-sugar|en:nutriscore|en:nutriscore-grade-a,en:milk,a,4,c,
